text,label
"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift ",0
"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up...thanks a bunch ",0
Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp,0
". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",0
After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,0
If Only he loved Enuff to make me feel happy,0
Damn I don't wanna go to work. :(  lmao,0
Operation hang out at the Cleveland airport today.,0
Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??,0
I finished Game of Thrones last night.....what am I gonna do with my life until April ?,0
I guess I hurt everyoneI guess I'm just fucking liari can't take it anymore,1
"Watching the Victoria secret fashion show was an error, never want to eat again  ",0
I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself,1
Why don't people listen?,1
Honestly I wish I could be chilling with my bro right now.. ????????,0
These overwhelming emotions are too much,1
Here he is again  can't bear him and he's stolen my sofa   pic.twitter.com/d7Goi5D2pZ,0
My friendknows how to make me feel happyhe's so kind,0
I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,0
"Well, the good thing is that I don't cut myself anymore tho. ",0
"Squad of donkeys, managed by an idiot, owned by a C***. Down + Out before we get to 2016  ",0
Wait. Dont you think that the scarves are actually teaser?,0
No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't,0
brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,0
Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1
Weighing myself after the holidays was a terrible idea,1
????When your days are grey and he gets the best of you.....even when you don't want to. ????,1
2AM where do i begin? crying off my face again.,1
What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,0
I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,1
I'm not doing so good????I keep overthinking    pic.twitter.com/EHOToC0XWD,1
"fuck no, rita died. I don't even wanna finish dexter ",0
I feel so fucking alone tonight I just don't even care about living right now.,1
How many times I went through Hell? I can't remember ???????? cause I've been there to many times,1
If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,0
Laying in bed listening to Christmas music...,0
Why is tomorrow Monday???  &  LOL,0
I feel like I'm annoying like Always,1
@poptartiero eXactly. Like ain't nobody wanna see that when looking at  or,0
The red cups at Starbucks are gone.,0
Packer nation right now...   ,0
"Thanks to the Giants, I'm going to suffer from serious playoff FOMO come January.. I don't even want to watch their game tonight. ",0
"Annoyed, sad, disappointed. Can anything go right lately.?   ",1
cant believe im back at work tomorrow!,0
I wanna die. Stop to cry.,1
My God we live in a sick world!   ,1
I'm gonna die because of my fucking finals,0
"Feeling lost, , or having thoughts of ? Help is available. Call us 24/7 at (800) 273-TALK (8255). ",0
Being on FaceTime to Chloe when sum1 dies on prison break and she goes into a full on emotional breakdown hahaha,0
Both the Pats and Panthers lose ?????? and my vacation just ended.,0
"Just Paracetamol is Anti-pyritique, cant anawer correctly due to too much nerve. What a shame!!! ",0
Watching other NFL teams today emphasizes how pitiful the Eagles are,0
This ruined my whole Sunday!,0
Went to see The Big Short.,0
"I reaaaallly don't want to go to work tomorrow,  five days off isn't enough, but come Wednesday four more. Can't wait. Love it!",0
"I don't give two shits anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you ",1
"What do u mean ur , when u start pissing blood u have my complete permission to be depressed!! Count Ur Blessings!!!",0
I can't even think about football let alone watch it this afternoon,1
Anybody wanna switch places with me and go back to Hawaii tomorrow?!,0
Truth is.... I loved you so much. And you broke my heart.,1
We're just sad teens with a happy face,1
Feeling so UnLucky in life..   ??,1
I haven't snuggled my little Uigi in SIX days????????,0
That dismissal has me looking for a strong drink :(,1
"Making me so happy that I forget to be  ,   and   . Thank you, baby ????",1
"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih",1
I've finished a whole jar of nutella in the past hour,0
xmas is over and apart from my kids happy faces its all been a bit meh this year.,1
people: Dream 3 times more than -depressed people.,0
I am annoyingI tried text my friendshe said she was dealing with something*sigh*I just need someone talk to,1
@spreecoza Wish Spree could stock up on more shoes in the bigger size range! Always miss the promotions!,0
"it sucks when you fall hard for someone, and then they just leave you like it was nothing. ",1
